1000, 1, 75 
1000, 2, 362 
1000, 3, 338 
1000, 4, 338 
1000, 5, 481 
1000, 6, 507 
1000, 7, 536 
1000, 8, 170 
1000, 9, 181 
1000, 10, 704 
1000, 11, 252 
1000, 12, 715 
1000, 13, 922 
1000, 14, 265 
1000, 15, 1117 
1000, 16, 756 
10000, 1, 364 
10000, 2, 398 
10000, 3, 378 
10000, 4, 375 
10000, 5, 510 
10000, 6, 462 
10000, 7, 547 
10000, 8, 580 
10000, 9, 702 
10000, 10, 224 
10000, 11, 187 
10000, 12, 716 
10000, 13, 217 
10000, 14, 230 
10000, 15, 251 
10000, 16, 277 
100000, 1, 265 
100000, 2, 202 
100000, 3, 161 
100000, 4, 274 
100000, 5, 217 
100000, 6, 162 
100000, 7, 183 
100000, 8, 243 
100000, 9, 228 
100000, 10, 192 
100000, 11, 216 
100000, 12, 327 
100000, 13, 233 
100000, 14, 262 
100000, 15, 341 
100000, 16, 289 
1000000, 1, 2131 
1000000, 2, 1127 
1000000, 3, 792 
1000000, 4, 630 
1000000, 5, 552 
1000000, 6, 1050 
1000000, 7, 462 
1000000, 8, 560 
1000000, 9, 458 
1000000, 10, 460 
1000000, 11, 427 
1000000, 12, 410 
1000000, 13, 1164 
1000000, 14, 400 
1000000, 15, 501 
1000000, 16, 454 
10000000, 1, 17224 
10000000, 2, 8515 
10000000, 3, 6957 
10000000, 4, 4966 
10000000, 5, 3897 
10000000, 6, 3815 
10000000, 7, 3194 
10000000, 8, 2906 
10000000, 9, 2697 
10000000, 10, 2591 
10000000, 11, 2245 
10000000, 12, 2062 
10000000, 13, 1924 
10000000, 14, 2256 
10000000, 15, 2160 
10000000, 16, 2447 
100000000, 1, 168237 
100000000, 2, 84905 
100000000, 3, 57247 
100000000, 4, 42747 
100000000, 5, 34156 
100000000, 6, 28584 
100000000, 7, 24581 
100000000, 8, 24395 
100000000, 9, 25403 
100000000, 10, 23139 
100000000, 11, 21043 
100000000, 12, 19425 
100000000, 13, 17955 
100000000, 14, 16843 
100000000, 15, 15651 
100000000, 16, 16330 
